第1回,1994年10月7日,191,1149
第2回,1994年10月14日,988,7921
第3回,1994年10月21日,194,0097
第4回,1994年10月28日,105,0171
第5回,1994年11月4日,592,0265
第6回,1994年11月11日,792,5482
第7回,1994年11月18日,708,3950
第8回,1994年11月25日,234,7507
第9回,1994年12月2日,243,2664
第10回,1994年12月9日,340,2436
第11回,1994年12月16日,326,0254
第12回,1994年12月23日,247,9722
第13回,1994年12月30日,229,4673
第14回,1995年1月6日,743,1409
第15回,1995年1月10日,019,6419
第16回,1995年1月13日,179,0524
第17回,1995年1月17日,475,8697
第18回,1995年1月20日,291,3062
第19回,1995年1月24日,852,1013
第20回,1995年1月27日,502,2264
第21回,1995年1月31日,558,3825
第22回,1995年2月3日,951,7059
第23回,1995年2月7日,912,0283
第24回,1995年2月10日,039,2321
第25回,1995年2月14日,458,4556
第26回,1995年2月17日,984,3360
第27回,1995年2月21日,917,4908
第28回,1995年2月24日,789,3466
第29回,1995年2月28日,589,2061
第30回,1995年3月3日,725,7566
第31回,1995年3月7日,073,4830
第32回,1995年3月10日,547,4575
第33回,1995年3月14日,063,5819
第34回,1995年3月17日,634,7521
第35回,1995年3月21日,333,4703
第36回,1995年3月24日,405,9776
第37回,1995年3月28日,168,6941
第38回,1995年3月31日,389,8634
第39回,1995年4月4日,587,5560
第40回,1995年4月7日,304,5584
第41回,1995年4月11日,048,0228
第42回,1995年4月14日,228,9875
第43回,1995年4月18日,922,5031
第44回,1995年4月21日,697,4742
第45回,1995年4月25日,970,5543
第46回,1995年4月28日,298,9476
第47回,1995年5月2日,989,9125
第48回,1995年5月5日,202,5074
第49回,1995年5月9日,476,6910
第50回,1995年5月12日,042,0021
第51回,1995年5月16日,802,7598
第52回,1995年5月19日,717,5053
第53回,1995年5月23日,889,9040
第54回,1995年5月26日,226,3895
第55回,1995年5月30日,728,6780
第56回,1995年6月2日,929,9981
第57回,1995年6月6日,836,1398
第58回,1995年6月9日,383,3042
第59回,1995年6月13日,410,8885
第60回,1995年6月16日,980,6373
第61回,1995年6月20日,542,7882
第62回,1995年6月23日,725,5608
第63回,1995年6月27日,251,9123
第64回,1995年6月30日,260,8844
第65回,1995年7月4日,588,9819
第66回,1995年7月7日,512,2098
第67回,1995年7月11日,512,4881
第68回,1995年7月14日,750,4214
第69回,1995年7月18日,902,2792
第70回,1995年7月21日,963,5094
第71回,1995年7月25日,661,0948
第72回,1995年7月28日,879,0084
第73回,1995年8月1日,452,2341
第74回,1995年8月4日,174,3011
第75回,1995年8月8日,283,2332
第76回,1995年8月11日,238,5531
第77回,1995年8月15日,972,6406
第78回,1995年8月18日,241,6536
第79回,1995年8月22日,310,1742
第80回,1995年8月25日,882,0437
第81回,1995年8月29日,269,3503
第82回,1995年9月1日,144,1770
第83回,1995年9月5日,174,9047
第84回,1995年9月8日,882,6580
第85回,1995年9月12日,307,2624
第86回,1995年9月15日,864,0684
第87回,1995年9月19日,370,7676
第88回,1995年9月22日,739,2562
第89回,1995年9月26日,697,1614
第90回,1995年9月29日,689,7696
第91回,1995年10月3日,168,0330
第92回,1995年10月6日,957,8721
第93回,1995年10月10日,910,9056
第94回,1995年10月13日,933,8526
第95回,1995年10月17日,306,6282
第96回,1995年10月20日,944,6992
第97回,1995年10月24日,988,2866
第98回,1995年10月27日,562,4943
第99回,1995年10月31日,571,2072
第100回,1995年11月3日,899,5614
第101回,1995年11月7日,945,1471
第102回,1995年11月10日,560,4036
第103回,1995年11月14日,824,8050
第104回,1995年11月17日,610,2958
第105回,1995年11月21日,619,6204
第106回,1995年11月24日,086,9063
第107回,1995年11月28日,082,0539
第108回,1995年12月1日,254,9852
第109回,1995年12月5日,191,3593
第110回,1995年12月8日,385,1697
第111回,1995年12月12日,056,8011
第112回,1995年12月15日,167,4191
第113回,1995年12月19日,744,9163
第114回,1995年12月22日,205,3943
第115回,1995年12月26日,770,4101
第116回,1995年12月29日,366,7410
第117回,1996年1月5日,952,2689
第118回,1996年1月9日,635,7435
第119回,1996年1月12日,952,3010
第120回,1996年1月16日,650,3583
第121回,1996年1月19日,439,2645
第122回,1996年1月23日,458,8578
第123回,1996年1月26日,513,1165
第124回,1996年1月30日,863,0942
第125回,1996年2月2日,409,5762
第126回,1996年2月6日,318,6577
第127回,1996年2月9日,217,9054
第128回,1996年2月13日,855,3315
第129回,1996年2月16日,620,9846
第130回,1996年2月20日,559,4092
第131回,1996年2月23日,820,8831
第132回,1996年2月27日,016,5566
第133回,1996年3月1日,926,5660
第134回,1996年3月5日,603,6890
第135回,1996年3月8日,454,3409
第136回,1996年3月12日,295,4023
第137回,1996年3月15日,819,9017
第138回,1996年3月19日,995,4073
第139回,1996年3月22日,356,7871
第140回,1996年3月26日,054,1099
第141回,1996年3月29日,783,2139
第142回,1996年4月2日,077,2516
第143回,1996年4月5日,694,3752
第144回,1996年4月9日,594,4681
第145回,1996年4月12日,125,8567
第146回,1996年4月16日,766,2115
第147回,1996年4月19日,464,2209
第148回,1996年4月23日,489,6901
第149回,1996年4月26日,003,7707
第150回,1996年4月30日,538,5825
第151回,1996年5月3日,332,3056
第152回,1996年5月7日,224,0225
第153回,1996年5月10日,750,5468
第154回,1996年5月14日,791,1470
第155回,1996年5月17日,126,0171
第156回,1996年5月21日,991,8957
第157回,1996年5月24日,570,9254
第158回,1996年5月28日,604,2579
第159回,1996年5月31日,259,4034
第160回,1996年6月4日,839,5741
第161回,1996年6月7日,284,6627
第162回,1996年6月11日,516,3588
第163回,1996年6月14日,648,2207
第164回,1996年6月18日,198,5492
第165回,1996年6月21日,563,8090
第166回,1996年6月25日,331,0007
第167回,1996年6月28日,233,8092
第168回,1996年7月2日,107,5739
第169回,1996年7月5日,351,4946
第170回,1996年7月9日,574,8695
第171回,1996年7月12日,679,4820
第172回,1996年7月16日,355,0744
第173回,1996年7月19日,581,6042
第174回,1996年7月23日,967,4544
第175回,1996年7月26日,683,8670
第176回,1996年7月30日,203,5994
第177回,1996年8月2日,845,0978
第178回,1996年8月6日,464,8734
第179回,1996年8月9日,168,3568
第180回,1996年8月13日,632,9989
第181回,1996年8月16日,890,8132
第182回,1996年8月20日,439,2057
第183回,1996年8月23日,589,6416
第184回,1996年8月27日,492,5570
第185回,1996年8月30日,882,7284
第186回,1996年9月3日,439,5010
第187回,1996年9月6日,975,4640
第188回,1996年9月10日,254,9167
第189回,1996年9月13日,199,7981
第190回,1996年9月17日,170,6332
第191回,1996年9月20日,424,7301
第192回,1996年9月24日,021,3371
第193回,1996年9月27日,656,5312
第194回,1996年10月1日,812,1745
第195回,1996年10月4日,819,8693
第196回,1996年10月8日,907,8316
第197回,1996年10月11日,728,2697
第198回,1996年10月15日,374,8234
第199回,1996年10月18日,269,7656
第200回,1996年10月22日,411,7441
第201回,1996年10月25日,176,2398
第202回,1996年10月29日,676,7202
第203回,1996年11月1日,093,2210
第204回,1996年11月5日,211,7832
第205回,1996年11月8日,531,5797
第206回,1996年11月12日,938,0382
第207回,1996年11月15日,413,7913
第208回,1996年11月19日,781,9170
第209回,1996年11月22日,920,6613
第210回,1996年11月26日,192,7158
第211回,1996年11月29日,022,5301
第212回,1996年12月3日,151,9475
第213回,1996年12月6日,502,7251
第214回,1996年12月10日,870,1449
第215回,1996年12月13日,215,2223
第216回,1996年12月17日,337,4695
第217回,1996年12月20日,712,4316
第218回,1996年12月24日,594,3698
第219回,1996年12月27日,260,6623
第220回,1997年1月7日,112,6684
第221回,1997年1月10日,514,2507
第222回,1997年1月14日,227,0887
第223回,1997年1月17日,333,1041
第224回,1997年1月21日,466,0239
第225回,1997年1月24日,751,4147
第226回,1997年1月28日,952,5886
第227回,1997年1月31日,188,5369
第228回,1997年2月4日,014,9889
第229回,1997年2月7日,409,9171
第230回,1997年2月11日,383,7411
第231回,1997年2月14日,523,7565
第232回,1997年2月18日,945,8532
第233回,1997年2月21日,065,1985
第234回,1997年2月25日,317,7671
第235回,1997年2月28日,582,4080
第236回,1997年3月4日,830,1493
第237回,1997年3月7日,648,5051
第238回,1997年3月11日,414,9401
第239回,1997年3月14日,741,0438
第240回,1997年3月18日,229,1173
第241回,1997年3月21日,400,0557
第242回,1997年3月25日,066,7754
第243回,1997年3月28日,608,7702
第244回,1997年4月1日,140,4612
第245回,1997年4月4日,827,2108
第246回,1997年4月8日,593,0747
第247回,1997年4月11日,537,0127
第248回,1997年4月15日,193,6178
第249回,1997年4月18日,624,6471
第250回,1997年4月22日,180,4590
第251回,1997年4月25日,227,6937
第252回,1997年4月29日,004,9871
第253回,1997年5月2日,616,9434
第254回,1997年5月6日,238,6805
第255回,1997年5月9日,770,6757
第256回,1997年5月13日,088,8575
第257回,1997年5月16日,935,0930
第258回,1997年5月20日,447,4714
第259回,1997年5月23日,216,5339
第260回,1997年5月27日,061,1203
第261回,1997年5月30日,596,2045
第262回,1997年6月3日,042,6628
第263回,1997年6月6日,839,4185
第264回,1997年6月10日,362,9888
第265回,1997年6月13日,928,4112
第266回,1997年6月17日,972,2310
第267回,1997年6月20日,093,5949
第268回,1997年6月24日,024,8375
第269回,1997年6月27日,782,0628
第270回,1997年7月1日,793,6023
第271回,1997年7月4日,823,3730
第272回,1997年7月8日,783,0613
第273回,1997年7月11日,526,2992
第274回,1997年7月15日,854,1026
第275回,1997年7月18日,806,0800
第276回,1997年7月22日,385,0576
第277回,1997年7月25日,632,0999
第278回,1997年7月29日,877,9303
第279回,1997年8月1日,891,0178
第280回,1997年8月5日,326,2937
第281回,1997年8月8日,907,4834
第282回,1997年8月12日,743,8882
第283回,1997年8月15日,940,8106
第284回,1997年8月19日,588,5086
第285回,1997年8月22日,760,0295
第286回,1997年8月26日,272,6670
第287回,1997年8月29日,925,1689
第288回,1997年9月2日,144,2867
第289回,1997年9月5日,838,6254
第290回,1997年9月9日,167,2990
第291回,1997年9月12日,085,7264
第292回,1997年9月16日,737,3009
第293回,1997年9月19日,663,8289
第294回,1997年9月23日,107,8516
第295回,1997年9月26日,075,2814
第296回,1997年9月30日,880,6809
第297回,1997年10月3日,144,9041
第298回,1997年10月6日,104,9472
第299回,1997年10月8日,155,2565
第300回,1997年10月10日,126,1116
第301回,1997年10月13日,330,7554
第302回,1997年10月15日,001,5049
第303回,1997年10月17日,497,5090
第304回,1997年10月20日,399,6444
第305回,1997年10月22日,367,7227
第306回,1997年10月24日,748,6279
第307回,1997年10月27日,690,4014
第308回,1997年10月29日,519,1879
第309回,1997年10月31日,777,6418
第310回,1997年11月3日,575,7215
第311回,1997年11月5日,104,8466
第312回,1997年11月7日,068,2796
第313回,1997年11月10日,069,4821
第314回,1997年11月12日,242,5118
第315回,1997年11月14日,137,9989
第316回,1997年11月17日,218,0535
第317回,1997年11月19日,190,1650
第318回,1997年11月21日,537,3614
第319回,1997年11月24日,395,7312
第320回,1997年11月26日,598,0552
第321回,1997年11月28日,429,5913
第322回,1997年12月1日,064,7178
第323回,1997年12月3日,375,7592
第324回,1997年12月5日,805,0354
第325回,1997年12月8日,531,1035
第326回,1997年12月10日,930,9759
第327回,1997年12月12日,980,1662
第328回,1997年12月15日,736,2919
第329回,1997年12月17日,543,3701
第330回,1997年12月19日,179,7499
第331回,1997年12月22日,196,2055
第332回,1997年12月24日,167,6460
第333回,1997年12月26日,238,2042
第334回,1997年12月29日,480,3776
第335回,1998年1月5日,950,9750
第336回,1998年1月7日,551,6557
第337回,1998年1月9日,632,5009
第338回,1998年1月12日,704,5560
第339回,1998年1月14日,152,6989
第340回,1998年1月16日,992,1574
第341回,1998年1月19日,259,3878
第342回,1998年1月21日,686,9295
第343回,1998年1月23日,997,3748
第344回,1998年1月26日,035,2789
第345回,1998年1月28日,513,9860
第346回,1998年1月30日,000,4483
第347回,1998年2月2日,718,6603
第348回,1998年2月4日,394,3531
第349回,1998年2月6日,431,6110
第350回,1998年2月9日,638,4652
第351回,1998年2月11日,417,0609
第352回,1998年2月13日,038,2134
第353回,1998年2月16日,996,8586
第354回,1998年2月18日,750,6499
第355回,1998年2月20日,487,1348
第356回,1998年2月23日,852,5075
第357回,1998年2月25日,756,6876
第358回,1998年2月27日,469,1426
第359回,1998年3月2日,277,9072
第360回,1998年3月4日,965,5574
第361回,1998年3月6日,965,3702
第362回,1998年3月9日,640,6312
第363回,1998年3月11日,458,0242
第364回,1998年3月13日,908,3686
第365回,1998年3月16日,887,6228
第366回,1998年3月18日,841,6907
第367回,1998年3月20日,778,4980
第368回,1998年3月23日,805,8573
第369回,1998年3月25日,135,1059
第370回,1998年3月27日,091,0129
第371回,1998年3月30日,798,6228
第372回,1998年4月1日,202,6526
第373回,1998年4月3日,417,8134
第374回,1998年4月6日,409,5111
第375回,1998年4月8日,994,1128
第376回,1998年4月10日,274,5022
第377回,1998年4月13日,155,4204
第378回,1998年4月15日,075,1893
第379回,1998年4月17日,649,1620
第380回,1998年4月20日,820,0941
第381回,1998年4月22日,885,0256
第382回,1998年4月24日,606,3430
第383回,1998年4月27日,081,2042
第384回,1998年4月29日,690,8433
第385回,1998年5月1日,332,0034
第386回,1998年5月4日,578,6560
第387回,1998年5月6日,396,8301
第388回,1998年5月8日,227,0154
第389回,1998年5月11日,275,5201
第390回,1998年5月13日,956,0307
第391回,1998年5月15日,066,8369
第392回,1998年5月18日,426,3779
第393回,1998年5月20日,029,2957
第394回,1998年5月22日,729,9626
第395回,1998年5月25日,440,3829
第396回,1998年5月27日,963,2002
第397回,1998年5月29日,345,9348
第398回,1998年6月1日,274,7143
第399回,1998年6月3日,816,0884
第400回,1998年6月5日,596,6980
第401回,1998年6月8日,354,2997
第402回,1998年6月10日,058,9570
第403回,1998年6月12日,431,6739
第404回,1998年6月15日,109,9332
第405回,1998年6月17日,891,3337
第406回,1998年6月19日,222,9698
第407回,1998年6月22日,042,6700
第408回,1998年6月24日,237,9477
第409回,1998年6月26日,400,0422
第410回,1998年6月29日,866,5352
第411回,1998年7月1日,636,6891
第412回,1998年7月3日,514,9995
第413回,1998年7月6日,910,3786
第414回,1998年7月8日,737,2154
第415回,1998年7月10日,834,3354
第416回,1998年7月13日,001,4123
第417回,1998年7月15日,371,8840
第418回,1998年7月17日,429,4637
第419回,1998年7月20日,723,9002
第420回,1998年7月22日,427,6237
第421回,1998年7月24日,402,9088
第422回,1998年7月27日,495,9683
第423回,1998年7月29日,367,3149
第424回,1998年7月31日,043,8991
第425回,1998年8月3日,535,3914
第426回,1998年8月5日,618,8550
第427回,1998年8月7日,159,4521
第428回,1998年8月10日,512,9230
第429回,1998年8月12日,641,4532
第430回,1998年8月14日,652,4731
第431回,1998年8月17日,219,9901
第432回,1998年8月19日,163,5776
第433回,1998年8月21日,255,9200
第434回,1998年8月24日,698,4288
第435回,1998年8月26日,161,5654
第436回,1998年8月28日,244,9945
第437回,1998年8月31日,727,5711
第438回,1998年9月2日,235,5473
第439回,1998年9月4日,605,1580
第440回,1998年9月7日,520,2548
第441回,1998年9月9日,196,5309
第442回,1998年9月11日,174,6431
第443回,1998年9月14日,198,3151
第444回,1998年9月16日,107,9922
第445回,1998年9月18日,087,9657
第446回,1998年9月21日,531,4590
第447回,1998年9月23日,453,0121
第448回,1998年9月25日,785,4356
第449回,1998年9月28日,048,7341
第450回,1998年9月30日,033,1983
第451回,1998年10月2日,423,1224
第452回,1998年10月5日,666,1950
第453回,1998年10月7日,102,2750
第454回,1998年10月9日,713,5357
第455回,1998年10月12日,612,0093
第456回,1998年10月14日,887,6719
第457回,1998年10月16日,189,7893
第458回,1998年10月19日,383,0912
第459回,1998年10月21日,620,7228
第460回,1998年10月23日,150,5963
第461回,1998年10月26日,190,9837
第462回,1998年10月28日,292,8955
第463回,1998年10月30日,994,5905
第464回,1998年11月2日,086,6534
第465回,1998年11月4日,095,6933
第466回,1998年11月6日,256,6081
第467回,1998年11月9日,882,3083
第468回,1998年11月11日,687,8319
第469回,1998年11月13日,949,0051
第470回,1998年11月16日,577,9274
第471回,1998年11月18日,301,1782
第472回,1998年11月20日,616,4070
第473回,1998年11月23日,407,8571
第474回,1998年11月25日,041,0941
第475回,1998年11月27日,583,0161
第476回,1998年11月30日,111,7466
第477回,1998年12月2日,498,9699
第478回,1998年12月4日,277,6768
第479回,1998年12月7日,962,7788
第480回,1998年12月9日,335,5669
第481回,1998年12月11日,550,2952
第482回,1998年12月14日,818,5902
第483回,1998年12月16日,075,7316
第484回,1998年12月18日,899,0189
第485回,1998年12月21日,485,6835
第486回,1998年12月23日,932,9168
第487回,1998年12月25日,856,6231
第488回,1998年12月28日,115,3307
第489回,1998年12月30日,618,9888
第490回,1999年1月4日,634,7509
第491回,1999年1月6日,995,0031
第492回,1999年1月8日,931,2596
第493回,1999年1月11日,385,5494
第494回,1999年1月13日,153,1564
第495回,1999年1月15日,827,0415
第496回,1999年1月18日,028,9541
第497回,1999年1月20日,595,5227
第498回,1999年1月22日,211,5212
第499回,1999年1月25日,012,9236
第500回,1999年1月27日,679,4579
第501回,1999年1月29日,640,3070
第502回,1999年2月1日,929,5967
第503回,1999年2月3日,782,4197
第504回,1999年2月5日,947,7382
第505回,1999年2月8日,480,6779
第506回,1999年2月10日,993,5246
第507回,1999年2月12日,172,3175
第508回,1999年2月15日,295,0907
第509回,1999年2月17日,831,0965
第510回,1999年2月19日,253,5940
第511回,1999年2月22日,914,1258
第512回,1999年2月24日,947,0998
第513回,1999年2月26日,900,0069
第514回,1999年3月1日,122,9036
第515回,1999年3月3日,286,0871
第516回,1999年3月5日,583,3421
第517回,1999年3月8日,287,7362
第518回,1999年3月10日,402,2664
第519回,1999年3月12日,658,8910
第520回,1999年3月15日,493,8225
第521回,1999年3月17日,535,8242
第522回,1999年3月19日,073,9677
第523回,1999年3月22日,532,4761
第524回,1999年3月24日,036,4056
第525回,1999年3月26日,919,3807
第526回,1999年3月29日,357,7333
第527回,1999年3月31日,593,8966
第528回,1999年4月2日,743,6564
第529回,1999年4月5日,413,2644
第530回,1999年4月7日,719,2709
第531回,1999年4月9日,835,4139
第532回,1999年4月12日,277,9790
第533回,1999年4月14日,200,9669
第534回,1999年4月16日,432,0771
第535回,1999年4月19日,205,9568
第536回,1999年4月21日,951,5950
第537回,1999年4月23日,998,8622
第538回,1999年4月26日,628,5225
第539回,1999年4月28日,435,9778
第540回,1999年4月30日,154,8966
第541回,1999年5月3日,033,2787
第542回,1999年5月5日,614,5824
第543回,1999年5月7日,362,6489
第544回,1999年5月10日,269,6865
第545回,1999年5月12日,838,2253
第546回,1999年5月14日,098,3053
第547回,1999年5月17日,806,7623
第548回,1999年5月19日,411,9090
第549回,1999年5月21日,450,1094
第550回,1999年5月24日,666,9033
第551回,1999年5月26日,300,5623
第552回,1999年5月28日,993,9806
第553回,1999年5月31日,019,2809
第554回,1999年6月2日,355,7731
第555回,1999年6月4日,602,9888
第556回,1999年6月7日,331,8945
第557回,1999年6月9日,443,6991
第558回,1999年6月11日,666,7787
第559回,1999年6月14日,297,7671
第560回,1999年6月16日,057,6054
第561回,1999年6月18日,190,0524
第562回,1999年6月21日,382,7764
第563回,1999年6月23日,080,3389
第564回,1999年6月25日,732,8722
第565回,1999年6月28日,982,7936
第566回,1999年6月30日,906,0313
第567回,1999年7月2日,433,5236
第568回,1999年7月5日,953,5519
第569回,1999年7月7日,049,9009
第570回,1999年7月9日,587,5700
第571回,1999年7月12日,798,3237
第572回,1999年7月14日,731,2183
第573回,1999年7月16日,597,0745
第574回,1999年7月19日,910,5910
第575回,1999年7月21日,939,8093
第576回,1999年7月23日,487,2153
第577回,1999年7月26日,228,9461
第578回,1999年7月28日,398,9749
第579回,1999年7月30日,588,3556
第580回,1999年8月2日,385,6531
第581回,1999年8月4日,160,9863
第582回,1999年8月6日,315,7685
第583回,1999年8月9日,850,9919
第584回,1999年8月11日,085,3423
第585回,1999年8月13日,365,7041
第586回,1999年8月16日,207,7272
第587回,1999年8月18日,569,8200
第588回,1999年8月20日,652,0305
第589回,1999年8月23日,485,1259
第590回,1999年8月25日,947,1069
第591回,1999年8月27日,046,3308
第592回,1999年8月30日,036,3387
第593回,1999年9月1日,829,3576
第594回,1999年9月3日,130,1050
第595回,1999年9月6日,162,0450
第596回,1999年9月8日,193,8251
第597回,1999年9月10日,429,8772
第598回,1999年9月13日,306,4632
第599回,1999年9月15日,554,7438
第600回,1999年9月17日,752,4802
第601回,1999年9月20日,421,5068
第602回,1999年9月22日,979,7915
第603回,1999年9月24日,699,4344
第604回,1999年9月27日,939,1615
第605回,1999年9月29日,030,8388
第606回,1999年10月1日,638,5307
第607回,1999年10月4日,405,1996
第608回,1999年10月6日,964,8173
第609回,1999年10月8日,178,4102
第610回,1999年10月11日,337,3141
第611回,1999年10月13日,801,8486
第612回,1999年10月15日,730,1148
第613回,1999年10月18日,591,8880
第614回,1999年10月20日,369,4293
第615回,1999年10月22日,142,1271
第616回,1999年10月25日,475,3487
第617回,1999年10月27日,092,7732
第618回,1999年10月29日,279,6142
第619回,1999年11月1日,567,6319
第620回,1999年11月3日,866,0524
第621回,1999年11月5日,044,4693
第622回,1999年11月8日,639,9321
第623回,1999年11月10日,308,6024
第624回,1999年11月12日,675,7786
第625回,1999年11月15日,546,7057
第626回,1999年11月17日,588,7414
第627回,1999年11月19日,472,4845
第628回,1999年11月22日,201,9825
第629回,1999年11月24日,118,4367
第630回,1999年11月26日,223,9805
第631回,1999年11月29日,194,7920
第632回,1999年12月1日,182,4196
第633回,1999年12月3日,446,9432
第634回,1999年12月6日,382,5065
第635回,1999年12月8日,669,2609
第636回,1999年12月10日,403,8966
第637回,1999年12月13日,633,1805
第638回,1999年12月15日,951,9379
第639回,1999年12月17日,783,8230
第640回,1999年12月20日,908,8932
第641回,1999年12月22日,636,9712
第642回,1999年12月24日,433,3523
第643回,1999年12月27日,364,2701
